"k","p","true_R2","true_tau2_null","vi_mean","vi_sd","R2_apparent","tau2_null_est","tau2_full_est","I2","R2_cv_w","tau2_cv_w","cv_failures_w","tau2_truncated_w","R2_cv_uw","tau2_cv_uw","cv_failures_uw","tau2_truncated_uw","Delta_CV","optimism_w","optimism_uw","weight_cv","rep","condition","bias_w","bias_uw","abs_bias_w","abs_bias_uw"
15,1,0,0.01,0.02,0.02,0.800316797539329,0.0639074336797168,0.0127612410182088,92.8977438083719,0.86830633261072,0.00841620431471908,0,FALSE,0.947544734797851,0.00335228138205828,0,FALSE,-0.079238402187131,-0.0679895350713916,-0.147227937258523,0.22149573585417,37,1,0.86830633261072,0.947544734797851,0.86830633261072,0.947544734797851
15,1,0,0.01,0.02,0.02,0,0.00444940698873318,0.00513327316184122,67.5238394761769,0,0.00688074600064657,0,FALSE,0.282267378527266,0.00319348454202257,0,FALSE,-0.282267378527266,0,-0.282267378527266,0.68888480165291,38,1,0,0.282267378527266,0,0.282267378527266
15,1,0,0.01,0.02,0.02,0.588677676430348,0.050685903804087,0.0208482437249249,92.5546409776036,0.462821168087822,0.0272273945998925,0,FALSE,0.42435028729985,0.0291773259627701,0,FALSE,0.0384708807879723,0.125856508342526,0.164327389130498,0.204308038436456,39,1,0.462821168087822,0.42435028729985,0.462821168087822,0.42435028729985
15,1,0,0.01,0.02,0.02,0.237047607785248,0.0263221876243228,0.0200825760163026,85.5111764309031,0,0.0293860500055877,0,FALSE,0,0.0267596273569443,0,FALSE,0,0.237047607785248,0.237047607785248,0.325107494221605,40,1,0,0,0,0
15,1,0,0.01,0.02,0.02,0.149109381917272,0.0029908087622935,0.00254485111631515,47.4004797830132,0.0166513893861922,0.00294100764101291,0,FALSE,1,0,0,TRUE,-0.983348610613808,0.13245799253108,-0.850890618082728,0.937765230345461,41,1,0.0166513893861922,1,0.0166513893861922,1
15,1,0,0.01,0.02,0.02,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,0,FALSE,NA,NA,NA,1.97609192458457,42,1,NA,NA,NA,NA
15,1,0,0.01,0.02,0.02,0.892477295725392,0.165402079159931,0.0177844788439185,96.8868654146645,0.779109096716166,0.0365358146706613,0,FALSE,0.761707819431258,0.0394140221136236,0,FALSE,0.0174012772849085,0.113368199009226,0.130769476294135,0.101893236157842,43,1,0.779109096716166,0.761707819431258,0.779109096716166,0.761707819431258
15,1,0,0.01,0.02,0.02,0.999930813166447,0.0244873568308215,1.69420268120229e-06,76.6606585545048,0.186612909852833,0.0199176999180173,0,FALSE,0,0.0301567342144197,0,FALSE,0.186612909852833,0.813317903313614,0.999930813166447,0.348827806209882,44,1,0.186612909852833,0,0.186612909852833,0
15,1,0,0.01,0.02,0.02,0.759124385691077,0.0802418615058542,0.0193283076835141,93.7724292177488,0.642404267734176,0.0286941472235588,0,FALSE,0.595364511761592,0.03246870480758,0,FALSE,0.0470397559725841,0.116720117956902,0.163759873929486,0.150441538631594,45,1,0.642404267734176,0.595364511761592,0.642404267734176,0.595364511761592
15,1,0,0.01,0.02,0.02,0,0.010834351435688,0.0126346822058834,68.096400863942,0,0.0146744623075131,0,FALSE,0.290570511798162,0.00768620839401903,0,FALSE,-0.290570511798162,0,-0.290570511798162,0.585695346683761,46,1,0,0.290570511798162,0,0.290570511798162
15,1,0,0.01,0.02,0.02,0.822267301532788,0.0747235662127797,0.0132808210620907,83.2713756872025,0.64056765799571,0.0268580664067721,0,FALSE,0.662590095803809,0.0252124713170517,0,FALSE,-0.0220224378080998,0.181699643537078,0.159677205728978,0.161606694032714,47,1,0.64056765799571,0.662590095803809,0.64056765799571,0.662590095803809
15,1,0,0.01,0.02,0.02,0.73987023035606,0.0600745258310361,0.0156271725658963,92.8361501393055,0.543569328215008,0.0274198561822246,0,FALSE,0.461671243959842,0.032339844760324,0,FALSE,0.0818980842551662,0.196300902141052,0.278198986396218,0.190016252146757,48,1,0.543569328215008,0.461671243959842,0.543569328215008,0.461671243959842
15,1,0,0.01,0.02,0.02,0.755569653340135,0.0519466157460093,0.0126973292946039,85.0516897606496,0.691438802872665,0.0160287099413023,0,FALSE,0.72543956607792,0.0142624853600079,0,FALSE,-0.0340007632052546,0.0641308504674696,0.030130087262215,0.264725864084839,49,1,0.691438802872665,0.72543956607792,0.691438802872665,0.72543956607792
15,1,0,0.01,0.02,0.02,0.875592852505167,0.13641096284274,0.0169704987742889,94.2795453373789,0.941589082125485,0.00796788954779073,1,FALSE,0.942571089682324,0.00783393295144361,1,FALSE,-0.000982007556838083,-0.0659962296203186,-0.0669782371771567,0.0958414899772132,50,1,0.941589082125485,0.942571089682324,0.941589082125485,0.942571089682324
15,1,0,0.01,0.02,0.02,0.991804763812782,0.13043812630409,0.00106897125288022,96.5960181991457,1,0,0,TRUE,1,0,0,TRUE,0,-0.00819523618721818,-0.00819523618721818,0.133014200074446,51,1,1,1,1,1
15,1,0,0.01,0.02,0.02,0.565096171922843,0.0233952858840764,0.0101746993899443,75.6915297869406,1,0,2,TRUE,1,0,2,TRUE,0,-0.434903828077157,-0.434903828077157,0.378646254162924,52,1,1,1,1,1
15,1,0,0.01,0.02,0.02,1,0,0,0,1,0,0,TRUE,1,0,0,TRUE,0,0,0,1.90746820918717,53,1,1,1,1,1
15,1,0,0.01,0.02,0.02,0.245685769064769,0.063008979690422,0.0475285700571943,88.9707678986499,0.0157382568729119,0.0620173281827541,0,FALSE,0,0.0649741059788095,0,FALSE,0.0157382568729119,0.229947512191857,0.245685769064769,0.205831246236016,54,1,0.0157382568729119,0,0.0157382568729119,0
15,1,0,0.01,0.02,0.02,0.805885199993757,0.0792139625503266,0.0153766024981587,94.5165142318084,0.671243777985165,0.02604208305887,0,FALSE,0.62584707869462,0.0296381354963797,0,FALSE,0.0453966992905452,0.134641422008591,0.180038121299136,0.149199190188038,55,1,0.671243777985165,0.62584707869462,0.671243777985165,0.62584707869462
15,1,0,0.01,0.02,0.02,0.520971332333205,0.0184314879147272,0.0088292110989084,82.1380439690711,0.34863966781518,0.0120055400907972,0,FALSE,0.467473870490842,0.0098152489203245,0,FALSE,-0.118834202675662,0.172331664518025,0.0534974618423633,0.411678358606208,56,1,0.34863966781518,0.467473870490842,0.34863966781518,0.467473870490842
15,1,0,0.01,0.02,0.02,0.455602421277531,0.021654933811873,0.011788893534579,66.8076434990508,0.332114382392531,0.0144630188431917,0,FALSE,0.504761467216385,0.0107243576485183,0,FALSE,-0.172647084823854,0.123488038885001,-0.0491590459388537,0.443501330107153,57,1,0.332114382392531,0.504761467216385,0.332114382392531,0.504761467216385
15,1,0,0.01,0.02,0.02,0.854591115141339,0.081238400666366,0.0118127852485974,94.0007861118001,0.953299489238575,0.00379387480456059,0,FALSE,0.986197956079735,0.00112125597400928,0,FALSE,-0.03289846684116,-0.0987083740972362,-0.131606840938396,0.169659636104549,58,1,0.953299489238575,0.986197956079735,0.953299489238575,0.986197956079735
15,1,0,0.01,0.02,0.02,0.789979608549942,0.0456033390616874,0.00957763112116533,93.427427598322,0.661445499562193,0.0154392156743255,0,FALSE,0.67148937205651,0.0149811815514748,0,FALSE,-0.010043872494317,0.128534108987749,0.118490236493431,0.215013826283499,59,1,0.661445499562193,0.67148937205651,0.661445499562193,0.67148937205651
15,1,0,0.01,0.02,0.02,0.756150273842762,0.0300459876199904,0.00732670585325842,76.0515778915325,0,0.0324728402181358,0,FALSE,0,0.0502723051368842,0,FALSE,0,0.756150273842762,0.756150273842762,0.292361856870399,60,1,0,0,0,0
15,1,0,0.01,0.02,0.02,0,1.83963329611212e-06,0.00667810763683302,0.027333841694135,0,0.00525055194675888,0,FALSE,0,0.00925298299353053,0,FALSE,0,0,0,1.71935753732514,61,1,0,0,0,0
15,1,0,0.01,0.02,0.02,0.999463371413658,0.271521144432094,0.000145706007898421,98.6785619301576,0.984893933363505,0.00410161650100871,0,FALSE,0.98181982305864,0.00493630244909612,0,FALSE,0.00307411030486493,0.0145694380501539,0.0176435483550188,0.0577688975428162,62,1,0.984893933363505,0.98181982305864,0.984893933363505,0.98181982305864
15,1,0,0.01,0.02,0.02,0.466266060366705,0.0208570453205198,0.0111321129680312,83.7025586890232,0.533404368523026,0.00973180623207181,0,FALSE,0.785630258201116,0.00447111942004745,0,FALSE,-0.25222588967809,-0.0671383081563215,-0.319364197834412,0.338300198417266,63,1,0.533404368523026,0.785630258201116,0.533404368523026,0.785630258201116
15,1,0,0.01,0.02,0.02,0.200383006738078,0.00235010820630824,0.00187918645776836,25.6714022352246,0.4373719287939,0.00132223684724083,1,FALSE,1,0,1,TRUE,-0.5626280712061,-0.236988922055822,-0.799616993261922,1.09458640714892,64,1,0.4373719287939,1,0.4373719287939,1
15,1,0,0.01,0.02,0.02,0.713307182889572,0.0178027124016069,0.00510390977062342,77.9056337659612,0.505256768402763,0.00880777146476719,0,FALSE,0.622846687444219,0.00671435195474391,0,FALSE,-0.117589919041456,0.208050414486809,0.0904604954453528,0.464857907789489,65,1,0.505256768402763,0.622846687444219,0.505256768402763,0.622846687444219
15,1,0,0.01,0.02,0.02,0.881541623315269,0.139295159996992,0.0165006785332836,97.7864520475912,0.910579623111469,0.0124558257056793,0,FALSE,0.916261049103115,0.0116644305631619,0,FALSE,-0.00568142599164578,-0.0290379997962004,-0.0347194257878461,0.073569367968345,66,1,0.910579623111469,0.916261049103115,0.910579623111469,0.916261049103115
15,1,0,0.01,0.02,0.02,0.663934877856633,0.0600225392501701,0.0201714819844634,93.9818786234356,0.503833220792915,0.0297811899795877,0,FALSE,0.43973283721467,0.0336286577688639,0,FALSE,0.0641003835782448,0.160101657063718,0.224202040641963,0.240654870599303,67,1,0.503833220792915,0.43973283721467,0.503833220792915,0.43973283721467
15,1,0,0.01,0.02,0.02,0.937857016486075,0.0556564434949192,0.00345865745054844,94.8671762615091,0.902243054340502,0.00544080392233377,0,FALSE,0.911904959678793,0.0049030566338199,0,FALSE,-0.00966190533829125,0.0356139621455739,0.0259520568072826,0.200186804719187,68,1,0.902243054340502,0.911904959678793,0.902243054340502,0.911904959678793
15,1,0,0.01,0.02,0.02,0.521586296571025,0.0899688065811485,0.0430423099495724,92.3385441444913,0.224493310814348,0.0697714113217308,0,FALSE,0.153550101638344,0.0761540871863326,0,FALSE,0.0709432091760032,0.297092985756677,0.36803619493268,0.145878836372422,69,1,0.224493310814348,0.153550101638344,0.224493310814348,0.153550101638344
15,1,0,0.01,0.02,0.02,0.257088292780176,0.0339662037359288,0.0252338904052352,79.2588705699788,0,0.0387117626154513,0,FALSE,0,0.0473343413671988,0,FALSE,0,0.257088292780176,0.257088292780176,0.290119287732922,70,1,0,0,0,0
15,1,0,0.01,0.02,0.02,1,0.218050612683293,0,96.903259808858,0.997501677073345,0.000544760844837927,0,FALSE,0.999098533853445,0.000196565245569612,0,FALSE,-0.00159685678010024,0.00249832292665542,0.000901466146555174,0.0585283631061277,71,1,0.997501677073345,0.999098533853445,0.997501677073345,0.999098533853445
15,1,0,0.01,0.02,0.02,0.904086808642042,0.044835765342137,0.00430034134094089,90.7304688595854,0.881814877920177,0.00529892040050278,0,FALSE,0.856720702540986,0.00642403695925861,0,FALSE,0.0250941753791908,0.0222719307218654,0.0473661061010562,0.248683620631756,72,1,0.881814877920177,0.856720702540986,0.881814877920177,0.856720702540986
15,1,0,0.01,0.02,0.02,0.843934716562407,0.0229326191106266,0.00357898570146632,58.4200903899698,0.55041873524151,0.0103100759039802,0,FALSE,0.559346803627228,0.0101053319122969,0,FALSE,-0.00892806838571847,0.293515981320897,0.284587912935178,0.365898525348615,73,1,0.55041873524151,0.559346803627228,0.55041873524151,0.559346803627228
15,1,0,0.01,0.02,0.02,0.600612030218197,0.0741948552745646,0.0296325326163631,82.8218723627513,0.42899796376866,0.042365413439666,0,FALSE,0.408079127249736,0.0439174834876998,0,FALSE,0.0209188365189235,0.171614066449537,0.192532902968461,0.132382974551588,74,1,0.42899796376866,0.408079127249736,0.42899796376866,0.408079127249736
15,1,0,0.01,0.02,0.02,0.86932129341901,0.0760580997184081,0.0099391740962095,96.1143598217539,0.842029912193923,0.0120149046908803,0,FALSE,0.842831668386013,0.0119539246384724,0,FALSE,-0.000801756192090441,0.0272913812250876,0.0264896250329971,0.11721168772954,75,1,0.842029912193923,0.842831668386013,0.842029912193923,0.842831668386013
15,1,0,0.01,0.02,0.02,0.835418873408613,0.0933671996490365,0.0153664789049214,92.4107009691695,0.629058559994117,0.0346337634871304,0,FALSE,0.608137292636704,0.0365871236334008,0,FALSE,0.0209212673574127,0.206360313414496,0.227281580771908,0.13321652421144,76,1,0.629058559994117,0.608137292636704,0.629058559994117,0.608137292636704
15,1,0,0.01,0.02,0.02,0.352155642924707,0.00849025565205355,0.00550036421430951,72.57542973465,0,0.00921354370519697,0,FALSE,0.578515480576881,0.00357851132328521,0,FALSE,-0.578515480576881,0.352155642924707,-0.226359837652174,0.782226451662601,77,1,0,0.578515480576881,0,0.578515480576881
15,1,0,0.01,0.02,0.02,0.054344232487599,0.0151190854316069,0.0142974503379118,74.2815129379344,0.167218126466435,0.0125909002918477,1,FALSE,1,0,1,TRUE,-0.832781873533565,-0.112873893978836,-0.945655767512401,0.55649316105469,78,1,0.167218126466435,1,0.167218126466435,1
15,1,0,0.01,0.02,0.02,0.165151215214255,0.00771463488445668,0.00644055355835438,65.6267154729795,1,0,1,TRUE,1,0,1,TRUE,0,-0.834848784785745,-0.834848784785745,0.692766169063987,79,1,1,1,1,1
15,1,0,0.01,0.02,0.02,0.752984398637283,0.0496487165829164,0.0122640075836162,90.3458053310796,0.713933830512541,0.0142028181728434,0,FALSE,0.742983922777139,0.0127605183752908,0,FALSE,-0.0290500922645974,0.0390505681247421,0.0100004758601446,0.2308313904051,80,1,0.713933830512541,0.742983922777139,0.713933830512541,0.742983922777139
15,1,0,0.01,0.02,0.02,0.869802291232538,0.119806769042865,0.0155985668242134,95.7423523581848,0.89552361210315,0.0125169784751907,0,FALSE,0.912047176137251,0.0105373436551921,0,FALSE,-0.0165235640341017,-0.0257213208706112,-0.0422448849047129,0.137829394674229,81,1,0.89552361210315,0.912047176137251,0.89552361210315,0.912047176137251
15,1,0,0.01,0.02,0.02,0.91804306307646,0.0440109937639369,0.0036070062398533,88.6396858451082,0.672236473344641,0.014425198527675,0,FALSE,0.54652572591298,0.0199578534489497,0,FALSE,0.125710747431662,0.245806589731819,0.37151733716348,0.234085859345792,82,1,0.672236473344641,0.54652572591298,0.672236473344641,0.54652572591298
15,1,0,0.01,0.02,0.02,0.897039315274573,0.0603062524993487,0.00620917305055741,92.9179006782539,0.865145519890165,0.00813256832817211,0,FALSE,0.882919736197911,0.00706067195153912,0,FALSE,-0.0177742163077463,0.0318937953844085,0.0141195790766622,0.239344835923832,83,1,0.865145519890165,0.882919736197911,0.865145519890165,0.882919736197911
15,1,0,0.01,0.02,0.02,0.967990592370395,0.0811494583699212,0.00259754609188451,87.2333393527775,0.978763601026276,0.00172332227444521,0,FALSE,0.977230840329016,0.00184770497483861,0,FALSE,0.0015327606972606,-0.0107730086558819,-0.00924024795862133,0.131661186178734,84,1,0.978763601026276,0.977230840329016,0.978763601026276,0.977230840329016
15,1,0,0.01,0.02,0.02,0.876082597317312,0.0642725833590852,0.00796449159356443,87.708876092004,0.859211878428603,0.00904881627966663,0,FALSE,0.832047396078292,0.0107947477359334,0,FALSE,0.0271644823503105,0.0168707188887085,0.0440352012390191,0.199924719755199,85,1,0.859211878428603,0.832047396078292,0.859211878428603,0.832047396078292
15,1,0,0.01,0.02,0.02,0.886208993943108,0.133740233769317,0.0152184357508945,89.2237726535203,0.814871592007461,0.0247591165622637,0,FALSE,0.811157821016448,0.0252557971627674,0,FALSE,0.00371377099101278,0.0713374019356474,0.0750511729266602,0.0894911361893898,86,1,0.814871592007461,0.811157821016448,0.814871592007461,0.811157821016448
15,1,0,0.01,0.02,0.02,0,0.00667997951055659,0.00792591987542293,63.3400382501435,0,0.00813378653837724,0,FALSE,0.72052096388516,0.00186691423487723,0,FALSE,-0.72052096388516,0,-0.72052096388516,0.769512265603045,87,1,0,0.72052096388516,0,0.72052096388516
15,1,0,0.01,0.02,0.02,0.728859684541553,0.033136177478801,0.00898455361468919,78.6962334533943,0.309141631360441,0.0228924055159553,0,FALSE,0.177103766383509,0.0272676356437529,0,FALSE,0.132037864976932,0.419718053181112,0.551755918158044,0.323304600080845,88,1,0.309141631360441,0.177103766383509,0.309141631360441,0.177103766383509
15,1,0,0.01,0.02,0.02,0,0.00671454260845661,0.00850378588240354,75.6105196623525,0,0.0103235759668638,0,FALSE,0,0.00838818637373693,0,FALSE,0,0,0,0.630677190365709,89,1,0,0,0,0
