"k","p","true_R2","tau2_null","vi_pattern","anchor_study","n_reps","weight_cv_mean","weight_cv_sd","vi_range_mean","R2_cv_w_mean","R2_cv_uw_mean","Delta_CV_mean","Delta_CV_sd","abs_bias_w_mean","abs_bias_uw_mean","weighted_advantage","I2_mean"
60,1,0.5,0.0879495482592906,"homogeneous",FALSE,50,0.0895134267352421,0.0251742332698258,4.111062246911,0.171547776242876,0.173356906918874,-0.00180913067599787,0.0196023003586116,0.360424713658592,0.35833514652434,-0.00208956713425262,70.7170595928652
30,2,0.5,0.0533501502477305,"homogeneous",FALSE,50,0.0747371460690433,0.0324175257193283,3.58965934037551,0.332509531383306,0.329916999920372,0.0025925314629344,0.0128346905618344,0.277468862076988,0.282740883538187,0.00527202146119925,76.1718740887798
60,2,0.5,0.0499789678178618,"homogeneous",FALSE,50,0.076989418426489,0.0289870972170717,4.17482399978065,0.348325417902118,0.347956010230284,0.000369407671833954,0.0152078217346348,0.228578100050012,0.227367763011861,-0.00121033703815082,74.7444955710211
15,1,0.75,0.0241239756079354,"homogeneous",FALSE,50,0.124713070860455,0.0632009692702561,2.74973502727709,0.320330759278767,0.327843565616202,-0.00751280633743551,0.0244700683664594,0.478264473054346,0.474033634366497,-0.00423083868784931,55.29848697918
30,1,0.75,0.0336674157723158,"homogeneous",FALSE,50,0.12821663042182,0.0667123241779222,3.62605940710067,0.302931080867281,0.323803973831955,-0.0208728929646736,0.0809889731313602,0.478906807633403,0.458594059608273,-0.0203127480251306,58.7239167406178
60,1,0.75,0.0497149053349761,"homogeneous",FALSE,50,0.122040458586866,0.0438232338386573,4.17925464477525,0.304598471293416,0.303858512189408,0.000739959104008157,0.031810131375864,0.471170197195528,0.473606911490912,0.00243671429538334,60.1756339570573
30,2,0.75,0.145989787732619,"homogeneous",FALSE,50,0.0879234223816277,0.0504888788024162,3.41241770416403,0.491432516397004,0.488035152065738,0.00339736433126527,0.0281656284667846,0.321620729357885,0.327171756118942,0.00555102676105679,71.0136014494346
60,2,0.75,0.0930031427461103,"homogeneous",FALSE,50,0.0975542079335095,0.040261058372435,4.30364487396802,0.468499981341733,0.47315963709935,-0.00465965575761771,0.0265456621300675,0.320011623175451,0.316185267485695,-0.0038263556897561,67.9413450413612
15,1,0,0.0814053246720171,"moderate",FALSE,50,0.453900498572987,0.25371252187132,21.209886306472,0.46519296431316,0.496783660011935,-0.0315906956987752,0.247977692269958,0.46519296431316,0.496783660011935,0.0315906956987752,44.594959261353
30,1,0,0.0286022234797269,"moderate",FALSE,49,0.497957661372565,0.20508487711006,33.2434194315747,0.600833194535395,0.645838414206628,-0.0450052196712324,0.344819947369692,0.600833194535395,0.645838414206628,0.0450052196712324,38.6592169901473
60,1,0,0.0497595955175343,"moderate",FALSE,48,0.473691508220878,0.23167440944206,46.2233145606174,0.480477644912825,0.482006656390437,-0.00152901147761239,0.278224187039664,0.480477644912825,0.482006656390437,0.00152901147761239,42.4680470315762
30,2,0,0.0229743331575397,"moderate",FALSE,49,0.35496173807872,0.170840802815716,32.3451724396591,0.668598316471031,0.73481719905899,-0.0662188825879589,0.218410523980883,0.668598316471031,0.73481719905899,0.0662188825879589,56.1956517400789
60,2,0,0.15523189145283,"moderate",FALSE,49,0.362722517550178,0.164519291932289,48.9969080891875,0.73686181498173,0.780106801920968,-0.043244986939238,0.165901875214397,0.73686181498173,0.780106801920968,0.043244986939238,57.267884911081
15,1,0.25,0.0148400778551625,"moderate",FALSE,50,0.534262453285941,0.252497554470311,18.8519605305482,0.569585996535028,0.591005535539729,-0.021419539004701,0.398808830451324,0.494481691346384,0.50787472907582,0.0133930377294365,31.6478183702181
30,1,0.25,0.0748070482225907,"moderate",FALSE,50,0.466491235223451,0.187992943328599,31.6895963520117,0.518659186947779,0.582240842741534,-0.0635816557937556,0.3042083640897,0.404669892958667,0.429628623434099,0.0249587304754318,40.182593738756
60,1,0.25,0.181345406357347,"moderate",FALSE,50,0.514877430079209,0.205926628869468,46.6302860650546,0.565289180799778,0.642768496755556,-0.077479315955778,0.32730984336754,0.447327329049816,0.51520705488864,0.0678797258388241,36.4098227819726
30,2,0.25,0.198043063759467,"moderate",FALSE,50,0.394688390296551,0.26235112024261,35.2415998598249,0.683535918378237,0.658328794293672,0.0252071240845655,0.262129525553905,0.503897979053163,0.520746901507725,0.0168489224545622,55.8177483095665
60,2,0.25,0.357165594689292,"moderate",FALSE,50,0.326664023607939,0.135356855116773,48.9997789669451,0.776781170121399,0.729977388129474,0.0468037819919248,0.193069742373943,0.558072370900113,0.555266755229346,-0.00280561567076621,61.099061125031
15,1,0.5,0,"moderate",FALSE,48,0.500773051960447,0.283833219986617,18.9878132356147,0.517725489775541,0.645515959997963,-0.127790470222422,0.310018379311843,0.427309710788357,0.419984833557912,-0.00732487723044507,37.2963883122155
30,1,0.5,0.0562987248888505,"moderate",FALSE,50,0.483765069425145,0.229377932523398,38.6408581463777,0.642571044666118,0.683090815182222,-0.040519770516104,0.25012850498867,0.395358611202888,0.422231341238076,0.0268727300351887,42.5992958045122
60,1,0.5,0.0164227087964512,"moderate",FALSE,49,0.490787592948485,0.216920082903752,46.8996118123547,0.643253274503214,0.611046749588799,0.0322065249144146,0.295603347620593,0.357057012404321,0.393869535879825,0.0368125234755037,39.7652828881593
30,2,0.5,0.019012211658452,"moderate",FALSE,50,0.426111742215688,0.218276238893084,28.7763509677009,0.625770316712741,0.655600455471298,-0.0298301387585567,0.195991590498328,0.383522285783808,0.396584339428044,0.0130620536442359,47.764242014995
60,2,0.5,0.556878678146263,"moderate",FALSE,50,0.355456550749529,0.168185310679655,55.1756352874879,0.812706526317612,0.849206242881932,-0.0364997165643193,0.162918993983089,0.385904193995657,0.392642559875133,0.00673836587947548,58.4814784006466
15,1,0.75,0.0218633275995013,"moderate",FALSE,50,0.559134784450142,0.257269198682492,19.5302034261885,0.595371865831621,0.645233949978287,-0.0498620841466667,0.357071980143785,0.391742990949045,0.405786837056991,0.014043846107946,30.5870690080127
30,1,0.75,0.0341097438446311,"moderate",FALSE,50,0.513238929232486,0.267844022018751,27.2342933321074,0.605232771650456,0.670127448559034,-0.0648946769085774,0.284028157382741,0.353628353279052,0.327267388519884,-0.0263609647591676,36.4313716462102
60,1,0.75,0.00984270075678802,"moderate",FALSE,50,0.521090717280433,0.214542341041397,42.659958198118,0.664109445545283,0.642410021542931,0.0216994240023522,0.336021842291981,0.341732993731702,0.367430449090078,0.0256974553583758,36.1365656285557
30,2,0.75,0.0213441521259182,"moderate",FALSE,50,0.430061608262737,0.230285437154844,31.3512432010525,0.664380148363586,0.674511483298462,-0.0101313349348758,0.223555644864019,0.325551049614865,0.311391959142743,-0.0141590904721214,48.8882037454449
60,2,0.75,0.0280839111638593,"moderate",FALSE,50,0.40222741333173,0.169942087762332,47.2487895819582,0.756847127909021,0.776219162783175,-0.0193720348741533,0.248824893342553,0.242623139414535,0.276449195717433,0.0338260563028985,49.8172669080412
15,1,0,0.30969557344558,"moderate",FALSE,50,0.320205863550582,0.165797185953819,21.820773972207,0.255679476487671,0.30795945604687,-0.0522799795591992,0.144054369361963,0.255679476487671,0.30795945604687,0.0522799795591992,61.2035632375942
30,1,0,0.0693793549113292,"moderate",FALSE,50,0.286766000774544,0.0987311514439232,29.1740894997285,0.299633181214774,0.373745726178201,-0.0741125449634274,0.158259185904217,0.299633181214774,0.373745726178201,0.0741125449634274,65.4404488503288
60,1,0,0.0521109138998075,"moderate",FALSE,50,0.302911972290547,0.0698161353330719,45.5664391405857,0.249867637828489,0.280119350542953,-0.0302517127144649,0.0984367048492164,0.249867637828489,0.280119350542953,0.0302517127144649,64.8666152237803
30,2,0,0.137533520365471,"moderate",FALSE,50,0.25901657437154,0.112942246330245,31.1994673821298,0.47165948776788,0.510417438984919,-0.038757951217039,0.110673352955949,0.47165948776788,0.510417438984919,0.038757951217039,71.0286234118697
60,2,0,0.116280853399725,"moderate",FALSE,50,0.23662225034159,0.0762967259966284,46.1505947205533,0.491896274169192,0.486369954436916,0.00552631973227547,0.0760894299619573,0.491896274169192,0.486369954436916,-0.00552631973227547,74.3753380787106
15,1,0.25,2.5727281263939e-06,"moderate",FALSE,50,0.36171549295463,0.161907427518539,17.4806167466684,0.227395336040153,0.292570541638135,-0.0651752055979822,0.199585741840648,0.276757610807489,0.302839197375828,0.026081586568339,53.8701291147275
30,1,0.25,0.0141178407991508,"moderate",FALSE,50,0.320265823515649,0.103243842365482,32.4073668806809,0.349440420574493,0.435936383250307,-0.0864959626758136,0.244759321230001,0.287938837974391,0.345612866701131,0.0576740287267405,61.9579776889741
60,1,0.25,0.0444771327609652,"moderate",FALSE,50,0.34523651841581,0.119906620013963,46.6959666005526,0.349570464247193,0.429141094047621,-0.0795706298004273,0.190061381777217,0.244821329986884,0.30599219184132,0.0611708618544363,58.762826685287
30,2,0.25,0.0890350331552497,"moderate",FALSE,50,0.282259792053218,0.126125248028347,35.9970513803383,0.46606777125731,0.520932185828208,-0.0548644145708985,0.227633993143931,0.338513784227531,0.377305876017563,0.0387920917900324,68.3508339436975
60,2,0.25,0.0757043277179371,"moderate",FALSE,50,0.278169587934251,0.0967266914491191,47.6318202665419,0.481889885399746,0.505870119334197,-0.0239802339344507,0.11307305885434,0.3239550149989,0.335082693113481,0.011127678114581,68.6629299623152
15,1,0.5,0.019409443661209,"moderate",FALSE,50,0.422607348560502,0.186965078224707,19.9558613096754,0.373221340661872,0.425925639565343,-0.0527042989034711,0.191075130759074,0.415831146567171,0.435132223305352,0.0193010767381812,45.6467373850052
30,1,0.5,0.0397173422388771,"moderate",FALSE,50,0.35180298407157,0.126148992449157,32.4219325156626,0.381624726890693,0.461766753521026,-0.0801420266303323,0.196317638950384,0.31844215501934,0.324374743213954,0.00593258819461425,57.2295129880046
60,1,0.5,0.0597156458232169,"moderate",FALSE,50,0.352491887676011,0.122151222543444,40.4802047226164,0.395181988528727,0.448033041708428,-0.0528510531797003,0.205767612910409,0.334156602421924,0.338415171913548,0.00425856949162403,55.2442803307688
30,2,0.5,0.034485764249641,"moderate",FALSE,49,0.355144742369559,0.186098948004212,28.1088735712477,0.442031412390726,0.508067311931777,-0.0660358995410519,0.213049428153997,0.304469723251901,0.30368583730735,-0.000783885944550704,58.4718646936711
60,2,0.5,0.322509089806135,"moderate",FALSE,50,0.30490692077024,0.113261068641012,42.2147292667814,0.550123587452228,0.62064164492096,-0.0705180574687327,0.148486018825614,0.268314241515109,0.290405834078373,0.0220915925632637,64.5181250788435
15,1,0.75,0.0101586447665202,"moderate",FALSE,50,0.503716901308437,0.226451890058524,15.370386716855,0.385751423884858,0.468849638699121,-0.0830982148142632,0.388297139276822,0.495796619624453,0.460802197197991,-0.034994422426462,34.7460750236783
30,1,0.75,0.0319726102154205,"moderate",FALSE,50,0.438584059988627,0.197195550481056,31.9492128613257,0.493651897070519,0.525108729013042,-0.031456831942523,0.232499226624461,0.385117338529342,0.408049851676355,0.0229325131470129,46.2727457429226
60,1,0.75,0.00680173661412717,"moderate",FALSE,50,0.435959637872821,0.132857309388265,44.6688658149265,0.469550601922452,0.618219025049877,-0.148668423127425,0.295327740693521,0.348527206189668,0.333330157373992,-0.015197048815676,44.9814444217376
30,2,0.75,0.207472408142861,"moderate",FALSE,50,0.352080804669321,0.214421002309811,28.7794953128737,0.658437732262763,0.618761721017365,0.0396760112453974,0.184117064015536,0.251071234542293,0.310522419436533,0.0594511848942399,59.7462958595326
60,2,0.75,0.102818377022536,"moderate",FALSE,50,0.325655343111632,0.288461038126687,45.9668134613049,0.670007398697437,0.688941468977632,-0.0189340702801956,0.202906579932386,0.243942890678113,0.265179815313481,0.0212369246353686,65.8600901213544
15,1,0,0.158342956985032,"moderate",FALSE,50,0.189027733551329,0.0930756175055819,18.3840553075431,0.147114180507566,0.152857990749237,-0.00574381024167103,0.048084202120983,0.147114180507566,0.152857990749237,0.00574381024167103,79.928223443924
30,1,0,0.113846456170236,"moderate",FALSE,50,0.187122397791006,0.0544016054840523,28.5370952763453,0.0882965671926009,0.106626841862528,-0.018330274669927,0.0498325271971568,0.0882965671926009,0.106626841862528,0.018330274669927,80.4798355145153
60,1,0,0.175652495994755,"moderate",FALSE,50,0.189170223455711,0.0407698704602,50.2182558294354,0.125135897635996,0.14483843663673,-0.0197025390007336,0.0477984951284833,0.125135897635996,0.14483843663673,0.0197025390007336,81.5802450559889
30,2,0,0.127716545224162,"moderate",FALSE,50,0.176814609927524,0.0547917373512238,33.2716940318472,0.169959566511122,0.185258320311386,-0.0152987538002645,0.0527535445973375,0.169959566511122,0.185258320311386,0.0152987538002645,82.4269962514984
60,2,0,0.174520079274097,"moderate",FALSE,50,0.163186235558881,0.0423839443646182,48.0270062879504,0.275355024756578,0.281870228973239,-0.00651520421666069,0.0376699976629985,0.275355024756578,0.281870228973239,0.00651520421666069,85.0968613686629
15,1,0.25,0.055648653845984,"moderate",FALSE,50,0.238144965562483,0.120434925845048,20.8077183174647,0.0780038402951733,0.0813552481315408,-0.00335140783636752,0.0792067269956686,0.204400729691854,0.205644390462801,0.00124366077094747,73.8914749330121
30,1,0.25,0.0650677465138494,"moderate",FALSE,50,0.236062234223463,0.0846514124645282,29.7918215064822,0.152885495081672,0.170850538826701,-0.0179650437450296,0.0703685235396557,0.232717250352992,0.227158327515645,-0.00555892283734696,74.3921247847959
60,1,0.25,0.127090790762137,"moderate",FALSE,50,0.205915295728777,0.0511107427637753,50.0603851485053,0.201267871253762,0.222711186563219,-0.0214433153094573,0.0458950816110976,0.208463590031408,0.208126708598455,-0.000336881432953204,79.0600871189901
30,2,0.25,0.176396566011403,"moderate",FALSE,50,0.198672994650016,0.0742314368586759,33.5935388843189,0.271858311798971,0.278426133729501,-0.00656782193053034,0.0521109491408846,0.245758771132969,0.247113319858752,0.00135454872578288,79.5751163097213
60,2,0.25,0.288298686675532,"moderate",FALSE,50,0.205107552787722,0.0472784894466077,48.9221322659535,0.254293107695635,0.273207621312658,-0.0189145136170231,0.0481604754874961,0.175105705777595,0.176109392280947,0.00100368650335188,80.1960461646866
15,1,0.5,0.045594604113948,"moderate",FALSE,50,0.275793328258475,0.135921107929399,20.4486125679446,0.190533157137878,0.225220761611098,-0.0346876044732201,0.103759089198609,0.359697679210696,0.355467401488985,-0.00423027772171103,67.0647585591308
30,1,0.5,0.126377080617191,"moderate",FALSE,50,0.24097146158778,0.0918996302132519,27.4070858276759,0.19636389323215,0.224517504724003,-0.0281536114918533,0.098102418796633,0.348308214043968,0.335668124774333,-0.0126400892696349,73.4317282873451
60,1,0.5,0.1246431132642,"moderate",FALSE,50,0.24950108958208,0.057959864387808,42.2387475039143,0.226337145012666,0.255817453742235,-0.0294803087295698,0.0838369157291012,0.322297456706083,0.301802799019854,-0.0204946576862289,72.5484756359416
