"k","p","true_R2","tau2_null","vi_pattern","anchor_study","n_reps","weight_cv_mean","weight_cv_sd","vi_range_mean","R2_cv_w_mean","R2_cv_uw_mean","Delta_CV_mean","Delta_CV_sd","abs_bias_w_mean","abs_bias_uw_mean","weighted_advantage","I2_mean"
30,2,0.5,0.0614638093063918,"moderate",FALSE,50,0.222466394569378,0.0733530791950395,28.786478314937,0.30837257411891,0.326586543891966,-0.0182139697730562,0.0693366631782701,0.294327048777605,0.296132279472825,0.00180523069521938,75.3508797982266
60,2,0.5,0.110396722054618,"moderate",FALSE,50,0.228613475571301,0.0678789941317023,48.2506796201655,0.35664528074225,0.367515331083079,-0.0108700503408286,0.0938771628906301,0.234998942327534,0.241285065424332,0.00628612309679768,75.98002586019
15,1,0.75,0.105777363756733,"moderate",FALSE,50,0.325915626733973,0.185044127516948,18.9643269859074,0.352657118049965,0.377498378733491,-0.0248412606835265,0.125809941215438,0.462996200795776,0.46520207521216,0.00220587441638374,60.0683450665075
30,1,0.75,0.0365216712153388,"moderate",FALSE,50,0.33745184124647,0.114479404788701,29.9901159646083,0.382722471511229,0.424518025831987,-0.0417955543207572,0.224625180229499,0.418668123214261,0.404277349518171,-0.0143907736960905,58.5457977771267
60,1,0.75,0.0310047105627898,"moderate",FALSE,50,0.326871631735353,0.10750378185801,52.6901292154645,0.332404021493431,0.378761531222021,-0.0463575097285895,0.132969753206257,0.440697954553312,0.41581540451872,-0.0248825500345925,61.0037862628421
30,2,0.75,0.0396549988586104,"moderate",FALSE,50,0.272301636241385,0.107088408606679,31.7823291429491,0.509204384473832,0.519481783037487,-0.0102773985636543,0.181955971265047,0.34493256921765,0.337054750420809,-0.00787781879684134,68.0691566947594
60,2,0.75,0.269472841640144,"moderate",FALSE,50,0.269827366757404,0.0896137014174485,54.8770870559475,0.478271556005833,0.504351776631566,-0.0260802206257333,0.124557818816202,0.315391383416437,0.302149794291278,-0.0132415891251597,69.9499071255743
15,1,0,0.0827225856946664,"high",FALSE,47,0.744292282547148,0.408624890159804,70.0246131934778,0.603069861017592,0.68355421050112,-0.0804843494835276,0.371201163444137,0.603069861017592,0.68355421050112,0.0804843494835276,35.332164684631
30,1,0,0,"high",FALSE,50,0.735262755506929,0.380107102776948,182.442691426339,0.530341669206285,0.734862837634816,-0.204521168428531,0.398031534826894,0.530341669206285,0.734862837634816,0.204521168428531,41.9281167820434
60,1,0,0.00418751813566406,"high",FALSE,50,0.747347549836322,0.234873133574247,415.881181323582,0.573310330617169,0.645110393125817,-0.0718000625086485,0.43878277451022,0.573310330617169,0.645110393125817,0.0718000625086485,37.5853668731649
30,2,0,0.0580272659934753,"high",FALSE,49,0.582867449822434,0.252974380598315,246.379082614991,0.577728066926193,0.600964830835992,-0.0232367639097992,0.31973172372183,0.577728066926193,0.600964830835992,0.0232367639097992,54.9092041400855
60,2,0,0.0213654285794033,"high",FALSE,49,0.551360363525381,0.194172809048612,455.05828915442,0.702222985090465,0.628760511401338,0.0734624736891277,0.397203342141552,0.702222985090465,0.628760511401338,-0.0734624736891277,57.3193079861755
15,1,0.25,0.0168822549490249,"high",FALSE,50,0.7987334334959,0.461034333443199,119.757099852887,0.421374201542747,0.503716479032458,-0.0823422774897104,0.349355819403519,0.40153233161543,0.486016964059848,0.0844846324444173,37.0247290324556
30,1,0.25,0.0725456407054085,"high",FALSE,50,0.705414960459911,0.331126624615068,199.29687394938,0.439422079841592,0.559687938730875,-0.120265858889283,0.371164062749635,0.37418651263324,0.489687938730875,0.115501426097635,40.4518522168519
60,1,0.25,0.0495214006896876,"high",FALSE,50,0.722921572477533,0.251532042872361,411.192210426955,0.591958957521503,0.601118889406321,-0.00915993188481786,0.417178343354963,0.472382118346994,0.521118889406321,0.0487367710593269,39.0800782563055
30,2,0.25,0.0150388215676153,"high",FALSE,49,0.585024111861301,0.21926233819691,195.595314409682,0.643201941268998,0.643071395442595,0.000130545826402624,0.34647392063534,0.480822494644959,0.523270615952131,0.0424481213071722,53.1674428754506
60,2,0.25,0.0538273894469197,"high",FALSE,48,0.504282116068898,0.227105572245698,433.237215047585,0.765507318592311,0.70100168666512,0.0645056319271907,0.298659459643173,0.54766088335338,0.534969699962225,-0.0126911833911545,62.7936210056607
15,1,0.5,0.0147854974026899,"high",FALSE,50,0.748120753038872,0.328871487701752,84.1755808285949,0.54301450850494,0.730677632062668,-0.187663123557727,0.439090258123119,0.428989560900748,0.453296361927166,0.024306801026418,36.7467992164834
30,1,0.5,0.018012247559958,"high",FALSE,48,0.90064688339351,0.537309933163498,194.221316748218,0.531916622439987,0.598610925017142,-0.0666943025771543,0.387240356216638,0.381167497676325,0.452777591683808,0.0716100940074838,34.5113843112563
60,1,0.5,0.0237962107425289,"high",FALSE,48,0.761583650198639,0.253986299091329,354.504801249387,0.62812887513576,0.729135493713602,-0.101006618577842,0.370690696271919,0.394326949591003,0.491267373798819,0.0969404242078162,34.8551044848673
30,2,0.5,0.0374211747272059,"high",FALSE,48,0.637528617152057,0.331009426753883,145.503121892236,0.684671764806161,0.680543365825743,0.00412839898041828,0.327203991525664,0.387522889511968,0.439736294220523,0.0522134047085552,47.1620626558922
60,2,0.5,0.00509254859163168,"high",FALSE,50,0.59008492011168,0.240800653000483,452.793582479349,0.811194941439548,0.670202477513945,0.140992463925603,0.365196071496762,0.366054642329177,0.392354867191207,0.0263002248620298,53.5914140611251
15,1,0.75,0.00308124457172428,"high",FALSE,49,0.838477469750141,0.323014459021316,70.1670462658424,0.610951530653598,0.579998647280065,0.0309528833735337,0.529389129803574,0.389847352460482,0.439181653397591,0.0493343009371095,23.7344853831648
30,1,0.75,0.00634557388615688,"high",FALSE,48,0.876628087801406,0.348514802636237,286.474020612471,0.643579462126246,0.544163206518082,0.0994162556081639,0.524344187693243,0.384266207441321,0.462962464359839,0.0786962569185178,28.4453397906883
60,1,0.75,0.00281557257919664,"high",FALSE,49,0.713310167203536,0.314509867329989,338.590039956947,0.704917548291154,0.700092681490461,0.00482486680069317,0.364481298877721,0.290640513988748,0.325419814909742,0.0347793009209934,42.3468115953502
30,2,0.75,0.0352368304157776,"high",FALSE,50,0.710076819477108,0.402290337427251,182.64714768289,0.757199563183313,0.714080624725314,0.0431189384579995,0.285023958318047,0.282002096205214,0.3337143488311,0.0517122526258861,43.2961975575086
60,2,0.75,0.0825427232154086,"high",FALSE,50,0.598980198883373,0.222859351540176,304.325854842412,0.716261278817691,0.757185215085104,-0.0409239362674136,0.347276443951426,0.299261499248024,0.341648318755102,0.0423868195070782,50.0357104221243
15,1,0,0.0359874211544662,"high",FALSE,50,0.639067442181255,0.412965275672079,161.231254702579,0.387991611523152,0.523909833733022,-0.135918222209869,0.38684509461599,0.387991611523152,0.523909833733022,0.135918222209869,46.4026467552261
30,1,0,0.171033284144105,"high",FALSE,50,0.507726465754767,0.157626682347912,187.410472665297,0.287973896890398,0.414773529772853,-0.126799632882455,0.319009956568595,0.287973896890398,0.414773529772853,0.126799632882455,61.5769144564575
60,1,0,0.0328456679760424,"high",FALSE,50,0.483128661931683,0.127172726391234,377.615703605754,0.298430268350065,0.448418114984971,-0.149987846634906,0.288159013850088,0.298430268350065,0.448418114984971,0.149987846634906,63.6895693877553
30,2,0,0.130508710206638,"high",FALSE,50,0.432131284546554,0.169223946811534,175.630358273438,0.418488323378788,0.482961324318396,-0.0644730009396083,0.255520812180718,0.418488323378788,0.482961324318396,0.0644730009396083,69.5616268297005
60,2,0,0.119860952952008,"high",FALSE,50,0.43287090967588,0.110328981587503,306.349404967226,0.416939317717139,0.530340632990875,-0.113401315273736,0.289185480083554,0.416939317717139,0.530340632990875,0.113401315273736,69.5997057174271
15,1,0.25,0.082429951090965,"high",FALSE,50,0.586704796792782,0.245017029789709,90.9480730872576,0.27813678229646,0.411175808371665,-0.133039026075205,0.437914608706383,0.327658249765731,0.408150238958799,0.0804919891930678,50.1414879035669
30,1,0.25,0.0620643231456246,"high",FALSE,50,0.607407883609092,0.181916851258867,215.042946871297,0.266727843459059,0.508359122032179,-0.24163127857312,0.466293424834178,0.272435077901374,0.443450056955273,0.171014979053899,48.9545034342147
60,1,0.25,0.0772136481220909,"high",FALSE,50,0.515781528746408,0.131367533897743,325.999170692729,0.325219687150447,0.44056964493061,-0.115349957780163,0.341818282206057,0.271131372426731,0.381216270997417,0.110084898570686,60.6195899144172
30,2,0.25,0.0835669757092805,"high",FALSE,50,0.465697526941078,0.140624253049585,181.681241572868,0.453470271183888,0.524730527517708,-0.0712602563338199,0.260163488052346,0.32576379357956,0.386529135329667,0.060765341750107,65.2730594440043
60,2,0.25,0.0574381073114047,"high",FALSE,50,0.457765738427624,0.130946555814697,311.074236575076,0.464752628119863,0.538928213107475,-0.0741755849876124,0.311760464451373,0.319595824121172,0.40454425131562,0.0849484271944483,67.9047138505827
15,1,0.5,0.0444539683618604,"high",FALSE,50,0.764182162666458,0.413705388959675,97.7863080164611,0.446855652001813,0.497699906855468,-0.0508442548536548,0.445811118268033,0.410103117273992,0.442234731394535,0.0321316141205434,33.3866032553647
30,1,0.5,0.0139255549849058,"high",FALSE,50,0.566157125038166,0.268148193957092,195.043052583715,0.438540346922133,0.556207177232501,-0.117666830310368,0.318078373370875,0.346593106257783,0.4067005056545,0.0601073993967171,55.5793956566039
60,1,0.5,0.110637942757254,"high",FALSE,50,0.604354069779911,0.21689122594999,331.754898060307,0.39786563903605,0.591547365554613,-0.193681726518563,0.360178433967636,0.293488645059716,0.371708489045204,0.0782198439854881,52.3438920772432
30,2,0.5,0.134926295165149,"high",FALSE,49,0.499625725815806,0.194310684213334,135.281282716325,0.509915131629466,0.574654540618694,-0.0647394089892281,0.304171261165937,0.364475726120996,0.423185826810676,0.0587101006896796,58.0425101716931
60,2,0.5,0.0283138274838489,"high",FALSE,50,0.494776895159194,0.131143320202009,389.880479617545,0.537703795011766,0.597996215840066,-0.0602924208282995,0.258836691645229,0.275978338920847,0.390956084425526,0.114977745504679,62.2396406303895
15,1,0.75,0.0929251729110985,"high",FALSE,50,0.709834109189162,0.427805605734867,159.14901780157,0.490412396345411,0.541359497219584,-0.0509471008741724,0.381408903349975,0.440929490790683,0.455154476827496,0.0142249860368123,45.1735780989251
30,1,0.75,0.0280148512681626,"high",FALSE,49,0.735359754360778,0.314927557684736,145.484373603576,0.515182904194617,0.616523709184962,-0.101340804990345,0.391311751232805,0.401051933709087,0.391086903143158,-0.00996503056592891,38.3195094706283
60,1,0.75,0.0225870505371434,"high",FALSE,49,0.660982366600985,0.226514297332006,402.766053489385,0.519286646145562,0.626358219589948,-0.107071573444386,0.434833118284575,0.37090784812553,0.375473877725189,0.00456602959965905,47.216010437238
30,2,0.75,0.0377243250355664,"high",FALSE,49,0.540360641405664,0.173568998047335,211.009588443127,0.600534756334246,0.616334224481419,-0.015799468147173,0.414209908286647,0.304068025390292,0.380041267806923,0.0759732424166309,55.2321017955648
60,2,0.75,0.148373898897153,"high",FALSE,50,0.559287271680876,0.216140335814625,332.754089791735,0.650755389991537,0.694078052241784,-0.0433226622502463,0.406538518728739,0.260431277560979,0.318682971248386,0.0582516936874068,55.8815172847359
15,1,0,0.110205438239045,"high",FALSE,50,0.358260550718173,0.124272368450234,83.6204228662114,0.138824404833961,0.2440359105933,-0.105211505759339,0.18415999000375,0.138824404833961,0.2440359105933,0.105211505759339,74.7524324360811
30,1,0,0.171445246024145,"high",FALSE,50,0.335763783049422,0.0986338014815492,188.781893973132,0.140165489433262,0.236770373977819,-0.096604884544557,0.190361299858524,0.140165489433262,0.236770373977819,0.096604884544557,80.1769967319061
60,1,0,0.209066217579968,"high",FALSE,50,0.342551644172481,0.0759256644346513,471.244301304588,0.173416322478352,0.278844675693977,-0.105428353215625,0.190334497674365,0.173416322478352,0.278844675693977,0.105428353215625,80.1862881069353
30,2,0,0.243784151031058,"high",FALSE,50,0.298517887794931,0.0759989136653875,194.449685025991,0.221004036197019,0.279463223287897,-0.0584591870908772,0.145849428442249,0.221004036197019,0.279463223287897,0.0584591870908772,83.3956092121092
60,2,0,0.416847896069994,"high",FALSE,50,0.309814303321791,0.0650694527249649,363.024215018025,0.304694305491381,0.390731214676428,-0.0860369091850468,0.192156656902918,0.304694305491381,0.390731214676428,0.0860369091850468,83.5308392658648
15,1,0.25,0.176709956993055,"high",FALSE,50,0.399232172684386,0.17096219718079,99.1214694208571,0.10565620692787,0.17315928420662,-0.0675030772787495,0.213367940074388,0.251033084209997,0.260278819616397,0.0092457354063998,71.1931804857755
30,1,0.25,0.0702027299052108,"high",FALSE,50,0.412778873782979,0.117002870036151,231.623238021574,0.109396211449417,0.308348689986919,-0.198952478537502,0.302560406519275,0.207034577058931,0.292194779453938,0.0851602023950064,70.4751156567668
60,1,0.25,0.170871178707243,"high",FALSE,50,0.373927695551536,0.0748111755125017,456.297926385353,0.164105123181011,0.25386229702664,-0.0897571738456298,0.20652983854939,0.193114050850863,0.226180875860145,0.0330668250092824,77.6712039656564
30,2,0.25,0.310495421898293,"high",FALSE,50,0.338927042085218,0.0945101418779458,164.036836040979,0.312994520595455,0.372375148215689,-0.0593806276202336,0.15774382916288,0.24957410277497,0.293407479957133,0.043833377182163,78.7661579307615
60,2,0.25,0.145402767320514,"high",FALSE,50,0.342652911779922,0.0753143212147696,367.419003134637,0.268221306998062,0.298355157772275,-0.0301338507742134,0.161628452975926,0.219203870245466,0.244941873155053,0.0257380029095867,80.3972901259743
15,1,0.5,0.135861818159575,"high",FALSE,49,0.56370571625984,0.392515645044821,110.007213302058,0.268462543056987,0.413037100274666,-0.144574557217679,0.315999768264713,0.384315024588936,0.423488657240438,0.0391736326515026,55.8164837188203
30,1,0.5,0.169682907038701,"high",FALSE,50,0.445457849910429,0.11653278626006,203.30566392686,0.313132158851846,0.452019478365848,-0.138887319514003,0.283886936038175,0.352811864326352,0.416011472820687,0.0631996084943357,67.0658120812272
60,1,0.5,0.0853935205817563,"high",FALSE,50,0.44419891373437,0.0806400520778783,546.708127759688,0.220439816016438,0.39126564130381,-0.170825825287372,0.265658951666083,0.348866957697096,0.364275362777193,0.0154084050800978,68.9509028239942
30,2,0.5,0.375251236236684,"high",FALSE,50,0.398623906676681,0.109012906299861,172.13113861298,0.296130606198646,0.372548504512581,-0.0764178983139343,0.248612240924029,0.311692599115568,0.36564444396699,0.0539518448514219,73.035035008451
60,2,0.5,0.327518774414866,"high",FALSE,50,0.389769849937222,0.0967229868377929,360.838966348546,0.376900621190974,0.42011586703467,-0.0432152458436962,0.198821535186401,0.225171194140888,0.282646548003796,0.0574753538629086,74.5042577450018
15,1,0.75,0.0116142228051145,"high",FALSE,49,0.576429620533757,0.216169854177626,100.313152804109,0.389963132327032,0.592682424647107,-0.202719292320075,0.390308882403256,0.471110685876577,0.401857306446126,-0.069253379430451,50.1516090203192
30,1,0.75,0.0520446633386133,"high",FALSE,50,0.585986925339328,0.198499938710062,183.977648831792,0.271172853460244,0.435583957275277,-0.164411103815033,0.355242134587101,0.511528935717688,0.44097068653368,-0.0705582491840079,51.234642071381
60,1,0.75,0.0696232392078739,"high",FALSE,50,0.530491825365046,0.13277018954123,355.476384517816,0.357395027745164,0.501033108120817,-0.143638080375652,0.279717626417742,0.414944455005649,0.357619038115617,-0.0573254168900316,57.961566546148
30,2,0.75,0.0714127057599855,"high",FALSE,50,0.533740159556522,0.150083886317401,186.448072314424,0.304570977162134,0.446686697402374,-0.14211572024024,0.344131362777532,0.476157096772835,0.450511123863015,-0.0256459729098195,56.4838349237597
60,2,0.75,0.0977287194151146,"high",FALSE,50,0.453240588860939,0.140476717258157,327.962435966581,0.49288018713793,0.586402769815892,-0.093522582677962,0.259529954715832,0.324027633748938,0.315100877307222,-0.00892675644171607,67.4282419869294
15,1,0,0.0667236289080415,"extreme",FALSE,50,0.654912066028102,0.293477229400562,30.9852866287438,0.531930243119718,0.508117115054249,0.0238131280654685,0.219394117110732,0.531930243119718,0.508117115054249,-0.0238131280654685,45.1750161080718
30,1,0,0.0276496209583449,"extreme",FALSE,50,0.631573957785219,0.256371029143268,41.6357108065368,0.519160694175925,0.711051663971212,-0.191890969795287,0.325633957356674,0.519160694175925,0.711051663971212,0.191890969795287,50.4042841917795
60,1,0,0.0108479767967895,"extreme",FALSE,50,0.649771422444439,0.172679639884143,51.9341016670741,0.550457900955608,0.629180151013596,-0.0787222500579881,0.289362981517618,0.550457900955608,0.629180151013596,0.0787222500579881,49.6024752730214
30,2,0,0.0234011900074635,"extreme",FALSE,50,0.431646881636466,0.204996336306321,41.5333223503196,0.65381398098316,0.647465960320588,0.00634802066257211,0.189958277114568,0.65381398098316,0.647465960320588,-0.00634802066257211,71.1568510226036
60,2,0,0.174632154713844,"extreme",FALSE,50,0.443774217304205,0.22353161785605,53.9801300265338,0.741115692717822,0.790633063981355,-0.0495173712635335,0.153475370047241,0.741115692717822,0.790633063981355,0.0495173712635335,69.8067775186866
15,1,0.25,0.0147697651708815,"extreme",FALSE,50,0.566912105505424,0.229696381393486,29.3000926103134,0.50223833338878,0.564326249899021,-0.0620879165102407,0.214055013436358,0.430137028434647,0.483218461727095,0.0530814332924489,54.4809747589404
30,1,0.25,0.020374663458029,"extreme",FALSE,50,0.636562073169165,0.245246095527658,39.0466000316914,0.604941117937979,0.682739744346736,-0.0777986264087565,0.298009721429313,0.446974903231134,0.527496853859394,0.0805219506282601,48.3572730081962
60,1,0.25,0.0216470646447132,"extreme",FALSE,50,0.612634096964776,0.211587060588288,52.4535486770341,0.579778939819283,0.639792537344059,-0.060013597524776,0.228623508979019,0.42034801751436,0.482538417463852,0.0621903999494915,52.5643656267497
30,2,0.25,0.0325965372817386,"extreme",FALSE,50,0.421185890729519,0.191133608873278,44.5607012409228,0.724698377001945,0.744035916817585,-0.0193375398156402,0.123745850502496,0.51604520539298,0.544035916817585,0.0279907114246052,72.6249002583796
60,2,0.25,0.0757734518400742,"extreme",FALSE,50,0.468609224061394,0.191542519940527,50.0999281428318,0.7189479699984,0.705772093354644,0.0131758766437561,0.200215238189099,0.524733770890649,0.51428247554845,-0.0104512953421998,67.8587593880424
15,1,0.5,0.0546865744795939,"extreme",FALSE,50,0.668328820641734,0.288844937278566,31.6500190234705,0.511752715192992,0.62525303066872,-0.113500315475728,0.464593123438809,0.413710387394363,0.445055264411083,0.0313448770167209,45.2525019278736
30,1,0.5,0.0187684764584635,"extreme",FALSE,50,0.700536163738641,0.259557589951948,42.6468930228156,0.608514649066657,0.639482903505797,-0.0309682544391402,0.270803049905189,0.413096374403525,0.424171231827812,0.0110748574242866,41.4686526051446
60,1,0.5,0.0232908731515883,"extreme",FALSE,50,0.581731858390766,0.258127307262385,55.053669600711,0.687926138112047,0.680166219290309,0.00775991882173871,0.316150978867373,0.370335878964265,0.415988738392781,0.0456528594285163,55.7858796224033
30,2,0.5,0.0828412470335271,"extreme",FALSE,50,0.515746095095761,0.247618807926918,41.6699638677186,0.70623642168545,0.744642520534353,-0.0384060988489034,0.202712628050503,0.408063938713858,0.437497891296218,0.0294339525823603,62.7386752193082
60,2,0.5,0.0518045904596722,"extreme",FALSE,50,0.416453115246049,0.20858668025685,52.6127256053122,0.82725473640482,0.809632597783006,0.0176221386218145,0.0995414522005816,0.414697359035639,0.425258605195231,0.0105612461595921,72.975358662576
15,1,0.75,0.00124731213558222,"extreme",FALSE,50,0.686742617522105,0.288862083275026,34.3695922862955,0.598304190204452,0.596359226302253,0.00194496390219865,0.263148394911895,0.391114573048193,0.409271310119293,0.0181567370711004,42.8997092800959
30,1,0.75,0.0240291450102659,"extreme",FALSE,50,0.746400905871148,0.275926115581006,43.585586685853,0.576174102371578,0.62453993586293,-0.0483658334913521,0.226471184560037,0.382462148404795,0.407366913810521,0.0249047654057256,37.5507564261165
60,1,0.75,0.028482357570106,"extreme",FALSE,50,0.648243533380231,0.234539787285153,58.6127553176072,0.692585239696086,0.655869255960467,0.0367159837356186,0.290039977553774,0.289706368443245,0.364928762655123,0.0752223942118781,49.6527038495644
30,2,0.75,0.0400131037454335,"extreme",FALSE,50,0.488771756283403,0.195454335863437,40.6933910317227,0.788699109526807,0.747531227410432,0.0411678821163752,0.255507858310387,0.249763459495497,0.285613671917836,0.0358502124223389,65.7817133674158
60,2,0.75,0.26181957581591,"extreme",FALSE,50,0.482839511590787,0.238644258274883,55.9407281277771,0.821789220798226,0.782253495523907,0.0395357252743199,0.267112075114964,0.239122147551685,0.252451871701057,0.0133297241493724,66.0468966861124
15,1,0,0.0018707721153133,"extreme",FALSE,50,0.48312919131328,0.250649803657087,32.2748653167514,0.249527566253664,0.351156638113346,-0.101629071859682,0.265858082345503,0.249527566253664,0.351156638113346,0.101629071859682,66.4623999625754
30,1,0,0.0184893798992888,"extreme",FALSE,50,0.436628480377376,0.146330748306579,42.8022640712886,0.278301025752497,0.386597985658851,-0.108296959906354,0.210789090527467,0.278301025752497,0.386597985658851,0.108296959906354,71.7253892768975
60,1,0,0.0606086415825459,"extreme",FALSE,50,0.405393702957984,0.109047884226184,51.0454277573938,0.22443675064041,0.285029881114548,-0.0605931304741375,0.121747982525995,0.22443675064041,0.285029881114548,0.0605931304741375,76.1575776119275
30,2,0,0.175770637239138,"extreme",FALSE,50,0.336412718275234,0.126901571508505,43.9686493552975,0.42971348752301,0.476683785092564,-0.0469702975695541,0.142756847648772,0.42971348752301,0.476683785092564,0.0469702975695541,80.5172729251283
60,2,0,0.0945616951352432,"extreme",FALSE,50,0.325570682046731,0.103157100381929,51.4515787409309,0.417344562586457,0.421257682209565,-0.00391311962310797,0.120206828812792,0.417344562586457,0.421257682209565,0.00391311962310797,81.6801757839982
15,1,0.25,0.0229665617346929,"extreme",FALSE,49,0.495840443400878,0.226491962170236,35.0353052547945,0.282700794971843,0.449426789920599,-0.166725994948757,0.315165331194353,0.293669971430919,0.401047798546392,0.107377827115472,65.8191417408018
30,1,0.25,0.101845639097248,"extreme",FALSE,50,0.494707751227471,0.168365059552592,44.0241092751179,0.302715915812996,0.474398537410481,-0.171682621597484,0.26354196559895,0.268046912608881,0.375502806108585,0.107455893499704,65.5261719345096
60,1,0.25,0.0425912185560158,"extreme",FALSE,50,0.453892246305117,0.140258300099837,52.7295599003733,0.319152858560446,0.43357548978952,-0.114422631229075,0.217311881064118,0.255533961938449,0.342467979020286,0.0869340170818373,70.6866160423786
30,2,0.25,0.113121557173168,"extreme",FALSE,50,0.391506968360455,0.153039388109802,47.2685808971787,0.433781115811453,0.494150462784176,-0.0603693469727231,0.176937246384836,0.326923777268035,0.373320103361262,0.0463963260932275,76.719947523179
60,2,0.25,0.0745414855257841,"extreme",FALSE,50,0.326748434988417,0.122975388417496,52.4882268958555,0.528137140213189,0.558058969513962,-0.0299218293007729,0.0748932921409579,0.360124954422218,0.388058969513962,0.027934015091744,81.2833882182802
15,1,0.5,0.0114206445434406,"extreme",FALSE,50,0.541545047593158,0.237318805929395,31.9976809311154,0.302557582586266,0.434262187085928,-0.131704604499662,0.2962741214168,0.395414159595169,0.411714346653984,0.0163001870588142,59.1311198076431
30,1,0.5,0.0235968571179015,"extreme",FALSE,50,0.453171664479249,0.179192075226072,40.0290916731494,0.473315690051399,0.594329263079621,-0.121013573028222,0.252895440323967,0.305006074393913,0.372755935493716,0.0677498610998031,68.7561373079733
60,1,0.5,0.268654863547647,"extreme",FALSE,50,0.480151260059527,0.159608610935494,54.518993903656,0.393728685965874,0.422253466237914,-0.0285247802720403,0.165300768213917,0.275347353798543,0.3193980113707,0.0440506575721563,68.0914285960119
30,2,0.5,0.0672343068923506,"extreme",FALSE,50,0.401994978701732,0.16719950495598,43.9907951631339,0.496915085258013,0.538932563251111,-0.0420174779930976,0.16258064070441,0.320658268462766,0.340514860336633,0.0198565918738671,73.9477075332845
60,2,0.5,0.0864450399135821,"extreme",FALSE,50,0.403453899221292,0.128365593313407,54.8549046681023,0.562493737872688,0.592089552124846,-0.0295958142521581,0.155227502328576,0.239321881702226,0.2795935241871,0.0402716424848744,75.4319967616966
15,1,0.75,0.00331810726072363,"extreme",FALSE,50,0.633317654623335,0.282835645230589,34.1495063296305,0.457490402078596,0.590459560794164,-0.132969158715568,0.379587116010375,0.445527997921546,0.397142401643425,-0.0483855962781208,51.5014719401523
30,1,0.75,0.011585132170173,"extreme",FALSE,50,0.586864371409366,0.268054238623142,48.4648527797033,0.549526409311965,0.611746813217309,-0.0622204039053433,0.335331469202426,0.347212545097883,0.357137061780709,0.00992451668282534,55.6891644711071
60,1,0.75,0.0404208189426171,"extreme",FALSE,50,0.589334373855162,0.186441041698983,52.2360064777022,0.443614371506699,0.554086324590339,-0.11047195308364,0.251203794722698,0.385605815669451,0.355466490391637,-0.0301393252778146,55.0735684752689
30,2,0.75,0.0193636708513332,"extreme",FALSE,50,0.468516461775207,0.215147467119845,43.3274945609499,0.693128142402471,0.70179901550398,-0.00867087310150918,0.226812597953619,0.246186341054404,0.28547979286245,0.0392934518080461,69.207153092067
60,2,0.75,0.0108623821963938,"extreme",FALSE,50,0.475263747473625,0.201646238332152,53.3329590242681,0.642195050274179,0.647168204232168,-0.00497315395798844,0.220615800304827,0.263332757565151,0.292122358788779,0.0287896012236281,67.3390509810274
15,1,0,0.111423520505185,"extreme",FALSE,50,0.281063270494451,0.148910640346477,30.1344128961634,0.0835976508924669,0.119855337038344,-0.0362576861458774,0.105233686725792,0.0835976508924669,0.119855337038344,0.0362576861458774,83.3311142100632
30,1,0,0.180746477118407,"extreme",FALSE,50,0.238497947574163,0.0669598922169392,43.6911956832841,0.131869210284781,0.167027587315549,-0.0351583770307682,0.0595267304629539,0.131869210284781,0.167027587315549,0.0351583770307682,88.6818153596934
60,1,0,0.0837812491574055,"extreme",FALSE,50,0.234983975509153,0.0632341367225418,52.4034060023489,0.145711906116312,0.168368526603254,-0.0226566204869426,0.059970476625882,0.145711906116312,0.168368526603254,0.0226566204869426,88.6531575294228
30,2,0,0.149458384631119,"extreme",FALSE,50,0.217877895209598,0.0569159168200375,41.4309413822031,0.195879235328372,0.216176567534083,-0.020297332205711,0.0598472733452742,0.195879235328372,0.216176567534083,0.020297332205711,89.4619422439134
60,2,0,0.100517912916199,"extreme",FALSE,50,0.21680299234406,0.0581539833905373,53.162921528476,0.182168118712953,0.189530771235326,-0.00736265252237333,0.0506332200910133,0.182168118712953,0.189530771235326,0.00736265252237333,89.4876863414317
15,1,0.25,0.182078817081156,"extreme",FALSE,50,0.344675647910763,0.16380679814897,31.4247696305141,0.120513830304528,0.215513449723977,-0.0949996194194491,0.218389476495315,0.232996135745516,0.24521164985641,0.0122155141108945,79.2392588503071
30,1,0.25,0.137650935198208,"extreme",FALSE,50,0.28176237855537,0.0746783683304754,42.3818399538819,0.186652412674326,0.224211827918965,-0.0375594152446392,0.06246783039884,0.210370671138832,0.202554146384647,-0.00781652475418434,84.9715499440352
60,1,0.25,0.224325369795799,"extreme",FALSE,50,0.290650629608738,0.0657189644596899,54.9574001991926,0.156055403156743,0.192580648003475,-0.0365252448467317,0.0689931177552974,0.194169522689848,0.16603562718528,-0.0281338955045676,85.0892479314763
30,2,0.25,0.177061542928452,"extreme",FALSE,50,0.248589522483256,0.111925705315951,40.1138210772972,0.254340238975672,0.310186224862807,-0.055845985887135,0.10690200275364,0.225189640573896,0.240708112683926,0.0155184721100304,87.0570214900818
60,2,0.25,0.301089957500568,"extreme",FALSE,50,0.231083445322888,0.0679830421450427,52.1185340411712,0.304287902047606,0.306821649228517,-0.00253374718091065,0.0570293213571112,0.201200271668203,0.210715066638486,0.00951479497028345,89.0301096981406
15,1,0.5,0.0972750553265732,"extreme",FALSE,50,0.345352945620864,0.188087735161659,32.1629895065029,0.263708741983678,0.324237252622407,-0.0605285106387292,0.154422439349626,0.350081864392103,0.309410504564668,-0.0406713598274349,78.1233724226377
